time_stamp,VA,NVA,OUT
0.03333333333333333,0.0,1.0,0.0
0.06666666666666668,0.0,1.0,0.0
0.1,0.0,1.0,0.0
0.13333333333333333,0.0,1.0,0.0
0.16666666666666666,0.0,1.0,0.0
0.2,0.0,1.0,0.0
0.2333333333333333,0.0,1.0,0.0
0.26666666666666666,0.0,1.0,0.0
0.3,0.0,1.0,0.0
0.3333333333333333,0.0,1.0,0.0
0.36666666666666653,0.0,0.9545454545454546,0.045454545454545456
0.4,0.0,0.9583333333333334,0.041666666666666664
0.43333333333333335,0.0,0.9615384615384616,0.038461538461538464
0.4666666666666667,0.0,0.9642857142857143,0.03571428571428571
0.5,0.0,0.9666666666666667,0.03333333333333333
0.5333333333333333,0.0,0.96875,0.03125
0.5666666666666667,0.0,0.9705882352941176,0.029411764705882353
0.6,0.0,0.9722222222222222,0.027777777777777776
0.6333333333333333,0.0,0.9736842105263158,0.02631578947368421
0.6666666666666666,0.0,0.975,0.025
0.7,0.0,0.9761904761904762,0.023809523809523808
0.7333333333333333,0.0,0.9772727272727273,0.022727272727272728
0.7666666666666667,0.0,0.9782608695652174,0.021739130434782608
0.8,0.0,0.9791666666666666,0.020833333333333332
0.8333333333333334,0.0,0.98,0.02
0.8666666666666667,0.0,0.9807692307692307,0.019230769230769232
0.9,0.0,0.9814814814814815,0.018518518518518517
0.9333333333333332,0.0,0.9821428571428571,0.017857142857142856
0.9666666666666668,0.0,0.9827586206896551,0.017241379310344827
1.0,0.0,0.9833333333333333,0.016666666666666666
1.0333333333333334,0.0,0.9838709677419355,0.016129032258064516
1.0666666666666669,0.0,0.984375,0.015625
1.1,0.0,0.9848484848484849,0.015151515151515152
1.1333333333333333,0.0,0.9852941176470589,0.014705882352941176
1.1666666666666667,0.0,0.9857142857142858,0.014285714285714285
1.2,0.0,0.9861111111111112,0.013888888888888888
1.2333333333333334,0.0,0.9864864864864865,0.013513513513513514
1.2666666666666666,0.0,0.9868421052631579,0.013157894736842105
1.3,0.0,0.9871794871794872,0.01282051282051282
1.3333333333333333,0.0,0.9875,0.0125
1.3666666666666667,0.0,0.9878048780487805,0.012195121951219513
1.4,0.0,0.9880952380952381,0.011904761904761904
1.4333333333333331,0.0,0.9883720930232558,0.011627906976744186
1.4666666666666666,0.0,0.9886363636363636,0.011363636363636364
1.5,0.0,0.9888888888888889,0.011111111111111112
1.5333333333333334,0.0,0.9891304347826086,0.010869565217391304
1.5666666666666669,0.0,0.9893617021276596,0.010638297872340425
1.6,0.0,0.9895833333333334,0.010416666666666666
1.6333333333333333,0.0,0.9897959183673469,0.01020408163265306
1.6666666666666667,0.0,0.99,0.01
1.7,0.0,0.9901960784313726,0.00980392156862745
1.7333333333333334,0.0,0.9903846153846154,0.009615384615384616
1.7666666666666666,0.0,0.9905660377358491,0.009433962264150943
1.8,0.0,0.9814814814814815,0.018518518518518517
1.8333333333333333,0.0,0.9727272727272728,0.02727272727272727
1.8666666666666667,0.0,0.9642857142857143,0.03571428571428571
1.9,0.0,0.956140350877193,0.043859649122807015
1.9333333333333331,0.0,0.9482758620689655,0.05172413793103448
1.9666666666666663,0.0,0.940677966101695,0.059322033898305086
2.0,0.0,0.9333333333333333,0.06666666666666667
2.033333333333333,0.0,0.9262295081967213,0.07377049180327869
2.066666666666667,0.0,0.9193548387096774,0.08064516129032258
2.1,0.0,0.9126984126984127,0.0873015873015873
2.1333333333333333,0.0,0.90625,0.09375
2.1666666666666665,0.0,0.9,0.1
2.2,0.0,0.8939393939393939,0.10606060606060606
2.2333333333333334,0.0,0.8880597014925373,0.11194029850746269
2.2666666666666666,0.0,0.8823529411764706,0.11764705882352941
2.3,0.0,0.8768115942028986,0.12318840579710146
2.333333333333333,0.0,0.8714285714285714,0.12857142857142856
2.3666666666666667,0.0,0.8591549295774648,0.14084507042253522
2.4,0.0,0.8472222222222222,0.1527777777777778
2.433333333333333,0.0,0.8424657534246576,0.15753424657534246
2.466666666666667,0.0,0.8378378378378378,0.16216216216216217
2.5,0.0,0.8333333333333334,0.16666666666666666
2.533333333333333,0.0,0.8289473684210527,0.17105263157894737
2.566666666666667,0.0,0.8246753246753247,0.17532467532467533
2.6,0.0,0.8205128205128205,0.1794871794871795
2.6333333333333333,0.0,0.8164556962025317,0.18354430379746836
2.6666666666666665,0.0,0.8125,0.1875
2.7,0.0,0.808641975308642,0.19135802469135801
2.7333333333333334,0.0,0.7987804878048781,0.20121951219512196
2.7666666666666666,0.0,0.7951807228915663,0.20481927710843373
2.8,0.0,0.7857142857142857,0.21428571428571427
2.833333333333333,0.0,0.7823529411764706,0.21764705882352942
2.8666666666666667,0.0,0.7790697674418605,0.22093023255813954
2.9,0.0,0.7758620689655172,0.22413793103448276
2.933333333333333,0.0,0.7727272727272727,0.22727272727272727
2.966666666666667,0.0,0.7696629213483146,0.2303370786516854
3.0,0.0,0.7666666666666667,0.23333333333333334
3.033333333333333,0.0,0.7637362637362637,0.23626373626373626
3.066666666666667,0.0,0.7608695652173914,0.2391304347826087
3.1,0.0,0.7580645161290323,0.24193548387096775
3.1333333333333333,0.0,0.7553191489361702,0.24468085106382978
3.1666666666666665,0.0,0.7526315789473684,0.24736842105263157
3.2,0.0,0.75,0.25
3.2333333333333334,0.0,0.7474226804123711,0.25257731958762886
3.2666666666666666,0.0,0.7397959183673469,0.2602040816326531
3.3,0.0,0.7323232323232324,0.2676767676767677
3.333333333333333,0.0,0.725,0.275
3.3666666666666667,0.0,0.7178217821782178,0.28217821782178215
3.4,0.0,0.7156862745098039,0.28431372549019607
